,job_title,company,location,compensation,desc,Seniority level,Employment type,Job function,Industries
333,Java Web Developer,Cronos Europa,Brussels Metropolitan Area,N/A,"Direct message the job poster from Cronos Europa Panayiotis Krashias Talent Acquisition Specialist at Cronos Europa Responsibilities Program information systems and/or technical components and architectural systems, carry out corrective, adaptive and evolutionary maintenance of existing apps Develop an information systems architecture by defining the components that are best suited to functional and technological constraints Define the software architecture, the components of an application and their interactions, with an optimization of the ""front-office"", ""back-office"" subsystems, model of data, integration between these subsystems, and integration with systems automated quality control Apply quality control rules, in cooperation with the quality assurance team quality Assist application deployments and set up the associated configuration Write / update technical documentation  The ideal candidates would have skills as well in the following areas: Experience in architecture and development of web applications based on Java, Spring, SpringBoot and Hibernate/JPA, Oracle databases Experience with AWS cloud infrastructure and services Experience in modular development (Maven Modules, Nexus, GIT etc.) Experience in server side rendering using ThymeLeaf Development experience using Continuous Integration and Continuous Delivery is a plus Experience in IntellJ and TeamCity is a plus  Qualifications Bachelor degree attested by an officially recognized diploma 3+ years' of development experience ",,Full-time,,
334,"Software Engineer, 3D Surgical Applications","Ceevra, Inc.",San Francisco Bay Area,N/A,"Direct message the job poster from Ceevra, Inc. Ken Koster Co-founder and CTO at Ceevra Company Summary: Ceevra is a San Francisco-based, medical software company that helps surgeons (mainly cancer surgeons) plan and operate better through advanced imaging. We take standard CT scans and MRIs and transform them into brilliant, interactive 3D digital models which are viewed by surgeons from their mobile phones, tablets, or through robotic surgery platforms. We help surgeons determine the best type of operation to perform and the best way to perform it – resulting in faster operations, reduced hospital stay, saved organs, and reduced cancer recurrence. A quick explainer video: vimeo.com/441446067  Ceevra’s product is FDA-cleared and has been the centerpiece of two successful, multi-center, randomized clinical trials. Our customers include two of the ten largest health systems in the country, and several leading academic medical centers. We are privately held, and our team is highly cohesive and collaborative.   Ceevra is rapidly expanding our engineering team. We offer candidates the unique opportunity to work on cutting edge technology and a product that helps improve and prolong the lives of cancer patients, while doing so at a small and growing startup that serves some of the country’s most innovative medical centers.  Position Summary and Responsibilities: As a Software Engineer focused on our applications, you will report to Ceevra’s Chief Technology Officer. Your primary job focus will be on building the end-user client (desktop, mobile, and web) and back-end software that clinicians use, and on the automation frameworks for the validation of our machine learning models and other computer vision and graphics-related software. The responsibilities will extend to builds, deployments, data engineering, and the implementation of state-of-the-art machine learning models used to benchmark our software.  Local candidates are preferred, although we’ll consider highly qualified remote candidates with at least two years of on-the-job experience. If local, we envision 3 days per week in our SF offices (or more if preferred by the candidate).  Responsibilities Develop desktop, mobile, and web-based applications (front-end, back-end, and native apps) Work with the engineering team on strategies for the validation of graphics, computer vision, and machine learning algorithms and systems Develop strategies for and frameworks to implement test automation (unit-level, component-level, and system/end-to-end) and test metrics Develop build and deployment automation systems  Requirements Strong ability to code in Python and JavaScript Experience with django, react.js, and react-native are a plus Experience automating tests at multiple levels (unit, integration/component, system) is a plus Experience with quality engineering of medical devices (ISO 13485, FDA QSR, IEC 62304) is a plus Experience and aptitude working with ML and and ML frameworks such as PyTorch or TensorFlow is a plus Experience with medical imaging is a plus (especially CT and MRI) Experience with computer graphics is a plus Familiarity with computer vision, mobile, and graphics are a plus BS in Computer Science, Mathematics, engineering, or relevant scientific field is required",,Full-time,,
335,Lead Data Modeler (Job ID 1003773),SOFX Network,"Arlington, VA","$114,000.00/yr - $172,000.00/yr","A trusted partner of the U.S. Navy's enterprise tactical training solution is seeking a talented Data Modeler to to support activities related to enterprise-wide, mission critical and mission support data sets. Read the full details below.  The Company This development and research focused company provides engineering science and technology solutions for the U.S. Department of Defense (DoD). The company’s core values include being curious, inclusive, fearless, nimble, and honest and their culture celebrates entrepreneurship, performance, and teamwork. Seeking a driven and talented Data Modeler to design, implement and document data architecture and data modeling solutions, which include the use of relational, dimensional, and NoSQL databases and use these solutions support enterprise information management, business intelligence, machine learning, data science, and other business interests  The Compensation $145,000 / Annual Base Compensation Range  The Location Office location is in Arlington, VA with full time remote work  The Benefits Benefit and Wellness Programs including Medical, Vision and Disability Insurance Generous Paid Time Off Plan Competitive 401(k) Plan Tuition Assistance & Continued Education Program Career Development Program Onsite Gyms at Some Locations Collaborative Career Environment with Flexible Work Schedules  The Role Implement business and IT data requirements through new data strategies and designs across all data platforms (relational, dimensional, and NoSQL) and data tools (reporting, visualization, analytics, and machine learning). Work with business and application/solution teams to implement data strategies, build data flows, and develop conceptual/logical/physical data models. Define and govern data modeling and design standards, tools, best practices, and related development for enterprise data models. Identify the architecture, infrastructure, and interfaces to data sources, tools supporting automated data loads, security concerns, analytic models, and data visualization. Hands-on modeling, design, configuration, installation, performance tuning, and sandbox POC. Work proactively and independently to address project requirements and articulate issues/challenges to reduce project delivery risks. Focus on data warehousing work using Oracle, SQL Server, MySQL, NoSQL.  The Background Profile U.S. Citizenship required Bachelor’s in Computer/Data Science or equivalent fields; Master's Degree strongly preferred Active DoD Secret Security Clearance or eligibility to obtain required 3+ years of hands on experience as a data modeler  Experience in the following key areas: Relational, dimensional, and/or analytic experience using RDBMS, dimensional, NoSQL data platform technologies, and ETL and data ingestion protocols Experience with data warehouse, data lake, and enterprise big data platforms in multi-data-center contexts required Solid knowledge of metadata management, data modeling, and related tools (e.g. Erwin or ER Studio) required Experience in team management, communication, and presentation Experience with Teradata and/or Big Data technologies (e.g. Hadoop, Spark, and Apache) Experience with building data marts, data pipelines, and data warehouses from scratch AWS experience (e.g. Redshift, Kinesis, ELK) Knowledge of Spark, Python, Java, Scala In-depth understanding of Hadoop Echo System & HDFS File System Experience with data ingestion tools  COVID-19 vaccination required as condition of employment",Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Defense and Space Manufacturing, and Government Relations Services"
336,Project Manager Data - Inside IR35,Remote Worker,"Telford, England, United Kingdom",N/A,"Project Manager (Data) - Inside IR35 Lorien Global have partnered up with a Global IT service provider. We are actively recruiting for a Project Manager to join our client's team on an initial 3-month contract. This role is predominantly remote based but may require occasional travel to Telford. Skills: Infrastructure deployment into data centres Management of Infrastructure DC discovery using tool like D42 Management of 3rd parties specialising in Dell storage solutions Influencing and negotiation skills Customer management skills If this role is of interest and you would like to know please apply now. We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting
337,Software Engineer,Jobot,"Santa Monica, CA",N/A,"Remote, 100% paid benefits, 5 weeks vacation, room for growth, 4 + year average tenure!  This Jobot Job is hosted by Patrick Murphy  Are you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume.  Salary $110,000 - $150,000 per year  A Bit About Us  **This role is remote**  We are a digital product development consultancy that has been in business for over 20 years! We have various offices across the US and our main office is located in sunny Santa Monica, CA! We partner with our clients to create exceptional products and grow effective teams in a healthy, sustainable way.  During our time in business, we have learned a lot about what it takes to do this successfully, and in the process, we have created some of the most highly-valued digital platforms, mobile apps, websites, and more.  We offer great benefits, reasonable work hours, and intriguing projects in a welcoming work environment where employees feel safe, have fun and learn every day!    Why join us?   We offer an inclusive, sustainable, and learning culture!  Your Professional Growth! Projects with our clients last roughly 4-6 months, exposing our engineers, designers, and product managers to a wide variety of industry domains, product challenges, team compositions, and technical constraints in a relatively short amount of time. This way of working provides you as a practitioner with a rich environment for developing and expanding your skillset and growing your professional network. You will be given an annual professional development budget of $2,000 to attend conferences, complete certifications, and enroll in classes or other training. Fantastica Benefits! Health insurance fully paid for you and your entire family! 100% Vision insurance fully paid for you and your entire family! 100% Dental reimbursement for you, your spouse, and your kids. Life Insurance, we pay the FULL premium. Paid Time Off, over 5 weeks of paid time off every year 7 public holidays MLK Jr. Day, Presidents’ Day, Memorial Day, Independence Day, Labor Day, and two days for Thanksgiving. Annual Winter Break, from Christmas Eve to New Year’s Day. 15 days of accrued vacation time, increasing to 20 days after two years of employment Paid Sick Leave. 9 days available each calendar year for physical and mental health needs Benefits For Parents- Paid parental leave (equivalent maternity and paternity policies). One (1) week of leave at 100% of your salary, followed by 6 weeks of about half of your salary. When combined with state benefits where applicable, this amounts to full pay for about 7 weeks. We pay 100% of the health and vision premiums for your children. Your dental reimbursement covers your children’s expenses. Family-friendly company events. Unpaid Leave. After two years of employment, employees can take up to 3 months per year of unpaid leave. Profit-Sharing. 3-4% annual bonus, paid as an employer contribution to your 401(k) 401(k) program with a variety of low-fee funds Commuter benefits. The ability to purchase fares on public transportation and other qualified transit agencies using your pre-tax income. Recruiting and sales referral bonuses! Job Details  What you will do for the team!  As a Software Engineer, you will work with the rest of your team to scope, design, build, test, and deliver new features. We are extremely collaborative and always love new ideas. You will pragmatically advocate for agile engineering practices, including test-driven development, collective code ownership, and continuous integration. You will work at all levels of the stack, sharing your expertise where you have experience and learning from your colleagues where you’d like to grow.  Your day-to-day will likely consist of the following! Writing test-driven code while pair programming with other engineers Working closely with stakeholders, product managers, and designers to shape product direction and discuss the feasibility of prototypes Participating in iteration planning meetings where your team will refine feature definition, estimate stories, and prioritize the highest value work If this sounds like you, maybe you are a fit! Prefer collaboration over working solo Take a collective approach to problem-solving and decision-making Enjoy being given goals and finding ways to achieve them Enjoy using your creativity and resourcefulness to tackle unexpected challenges Enjoy participating in all aspects of product development, including generating ideas, prototyping, and building solutions, talking to users, testing outcomes, and integrating learnings into future work Want to learn new languages, paradigms, patterns, and frameworks What you need to be a fit! Strong written and verbal communication skills A high degree of empathy for others The ability to develop, test, and deploy a complete application using at least one of the following languages JavaScript, TypeScript, Ruby, Java, Elixir, Go, Swift, or Kotlin The ability to address bugs on your own, effectively using developer tools to identify the root cause(s) and define the work to resolve them Knowledge of web fundamentals, including the TCP/IP stack, HTTP, the DOM, HTML, and CSS Experience with a relational database, including familiarity with common query optimizations (e.g., using joins, eliminating N+1s) Experience with a version control system, preferably Git Extra credit if you have this! Experience consulting or working as a freelancer Experience as a member of a professional agile software development team Consistent involvement in the tech community (e.g., speaking at conferences and meetups, mentoring less experienced practitioners, leading or volunteering time to organizations committed to supporting underrepresented groups in our industry) A track record of self-directed, continuing education Experience with multiple device platforms (e.g., web, iOS, Android), programming languages, programming paradigms (e.g., object-oriented, functional) Experience with non-relational data stores Experience with cloud platforms (e.g., AWS, GCP, Azure), containerization tools (e.g., Docker), and orchestration systems (e.g., k8s) Experience building accessible user interfaces Experience implementing visual and interactive designs using advanced JavaScript and markup/stylesheet languages Experience with commonly-used back-end frameworks (e.g., Express, Rails, Spring) and front-end frameworks (e.g., React, Angular, Vue.js) The ability to architect applications at different scales, from server-side rendered web applications with hundreds of users to service-oriented architectures serving millions to fully decentralized networks usable by billions Interested in hearing more? Easy Apply now by clicking the ""Apply"" button. ",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Software Development
338,Sr Project Manager (MAC),CBRE,"Mountain View, CA",N/A,"JOB SUMMARY  The purpose of this position is to manage and lead a staff responsible for individual, multi-disciplined real estate project solutions for clients, with direct accountability for project delivery.  Characteristics of responsible projects: Complexity: High Risk: High Duration: Long term (months to year(s)) Value: Typically >$2 Million USD  ESSENTIAL DUTIES AND RESPONSIBILITIES  Manages all facets of project management (budget, schedule, procurement, quality & risk) for individual real estate projects including planning, design, construction, occupancy and closeout.  Demonstrates capability to read, understand and apply standard to complex documents affecting real estate projects, including but not limited to: agreements/contracts, leases, work letters, project charters, surveys and drawings.  Interfaces directly with clients to define project requirements. Prepares scope of work, project delivery resource requirements, cost estimate & budget, cash flow, work plan schedule & milestones, quality control, and risk identification.  Identifies project delivery resources from pre-qualified lists or through individual project qualification process; conducts standard to complex request for proposals; completes bid analysis; leads evaluation interviews, recommends resources to clients.  Leads project delivery resources/team (typically larger more experienced team) providing project guidance and direction to achieve project goals.  Implements communication plan for meetings and written reports/meeting minutes to keep client and project resources informed. Facilitates project meetings.  Implement project documentation governance aligned with company and client requirements. Ensure project data integrity and documentation is accurate, timely and coordinated.  Tracks progress of each project against goals, objectives, approved budgets, approved timelines. Reports status and variances. Creates action plans to meet objectives, budget and schedule.  Implements change management routines to assess change requests, make recommendations, secure client approvals, and issue change orders. Assesses change requests to determine impacts to scope, budget, schedule, quality and risk.  Demonstrates ability to identify complex project risks, lead constructability reviews, develop risk mitigation and contingency plans, and implement action plans to reduce or eliminate project risks.  Demonstrates a knowledge of projects & project management within the context of business results (business case, larger economic implications, business risk, etc).  Other duties as assigned.  SUPERVISORY RESPONSIBILITIES  Provides formal supervision to individual employees within single functional or operational area. Approves subordinate's recommendations for staff recruitment, selection, promotion, advancement, corrective action and termination. Effectively recommends same for direct reports to next level management for review and approval. Plans and monitors appropriate staffing levels and utilization of labor, including overtime. Prepares and delivers performance appraisal for staff. Mentors and coaches team members to further develop competencies. Leads by example and models behaviors that are consistent with the company's values.  Manages 3rd party project delivery resources/team (typically larger more experienced team). Responsible for identifying training needs, tracking performance, coaching, and motivating team members.",Mid-Senior level,Full-time,Project Management and Information Technology,Real Estate Agents and Brokers
339,Graduate Water Resource/ Groundwater Consultant,RSK Group,United Kingdom,N/A,"Binnies are recruiting a graduate level Water Resource/Groundwater Consultant in our growing multi-disciplinary Environmental Services team. Binnies is a world-leader in Environmental and Critical Human Infrastructure projects in the Water and Flood Risk Management sector delivering exciting projects for clients including the Environment Agency, Natural Resources Wales, Local Authorities and Water Utility Companies. Our team also works on other large infrastructure projects across sectors such as transport and renewable power. Our Catchment Management and Natural Capital teams are able to apply the full range of modelling tools and techniques available for evaluating catchment interventions and their impacts on water resources and water quality, and the subsequent benefits (covering both financial and wider benefits) that can be accrued. This role would in particular support our growing portfolio of water and catchment work where we are developing and testing innovative approaches to catchment management, and Solutions By Nature; a joint venture providing nature-based solutions via blue-green infrastructure to the water industry.  We are happy to welcome you into one of our offices in Redhill, Bradford on Avon, Swansea, Birmingham or Chester but we are open to candidates from across the country and can discuss flexible working.  Binnies pride ourselves on being at the forefront of environmental best practice and innovation and our environmental consultants are empowered to work closely with our multi-disciplinary teams and shape projects to deliver smarter and more sustainable solutions. We are a close team and have active Environmental Communities of Practice, including for our Water and Catchments professionals. You will also benefit from technical, leadership and H&S training and paid membership of two professional institutions. You will be able to join our graduate training scheme with access to senior mentors who will support you to become Chartered.  About The Role Providing technical support to groundwater related projects including groundwater resource management and groundwater quality elements Production of Water Framework Directive Compliance Assessments to support environmental assessments Input into Water Industry National Environment Programme (WINEP) water resources and water quality management projects, including data analysis and interpretation Input to design and coordination of water monitoring programmes in line with best practice (e.g. groundwater and surface water quality surveys, water level surveys, geomorphology surveys) Providing input to designs for river restoration, Integrated Constructed Wetlands and Natural Flood Risk Management projects Advice on implications for the water environment from engineering designs, as well as development of mitigation and enhancement opportunities Advising on catchment management planning/schemes/projects Writing all stages of impact assessments associated with the water environment Liaising with project teams, clients, stakeholders and the public as required  Qualifications/Requirements  The role is suitable for a graduate in Environmental Science, Geography, Water & Environmental Management or another related discipline; either looking for your first role or a new challenge after a few years of experience. You should possess and be able to demonstrate the following qualifications, skills and knowledge: An environmental related degree An understanding of water resources/groundwater An appreciation of groundwater modelling and resource assessment tools Demonstratable knowledge of relevant legislation in the UK The ability to manage your own workload and be an integral member of the wider environmental team Excellent written and oral communication Hold a full UK driving licence  Why join us  Would you like to work in a business where you feel empowered to grow? Where there is no place for criticism or discrimination? A place where people are mindful and respectful? If so, then Binnies is the place for you.  We have a strong ‘ENGAGED’ culture that runs through everything we do. Evolved over 100 years, we have a culture of caring, where our employee’s wellbeing and work-life balance are priorities, in fact we have industry leading flexible and hybrid working arrangements. We pride ourselves on providing an inclusive working environment, where a diverse workforce is supported to grow and develop.  Benefits Competitive salary Flexible working (part time available, remote working) Flexible benefits e.g. buy annual leave, varying pension contributions, options for private healthcare",Associate,Part-time,Other,Environmental Services
340,Austin Data Science Expert,"Varsity Tutors, a Nerdy Company","Austin, TX",N/A,"Austin Data Science Expert Jobs  The Varsity Tutors platform has thousands of students looking for online Data Science experts nationally and in Austin. As an expert who uses the Varsity Tutors platform, you can earn good money and choose your own schedule while making a fundamental difference in the lives of your students.  Why join our platform? Enjoy competitive rates and get paid up to 2x per week. Teach as much or as little as you want. Share your knowledge with large groups of students. Instruct online (i.e. “work remotely”) and set your own hours and schedule. We collect payment from the customers, so all you have to do is invoice the session. What We Look For In a Expert You have excellent communication skills and a friendly, approachable personality. You can show subject-matter expertise in Data Science. You have excellent presentation skills and are comfortable interacting with groups. Discover all the ways you can reach students through the online platform: 1-on-1 Online Tutoring: connect with an individual student for a highly personalized learning experience. Small Group Classes: meet with small groups (typically 7-9 students) for a more collaborative learning experience. VT+ Classes: teach groups of 25-30 students anything from math fundamentals to video game design. Large Live Classes: share your knowledge with hundreds of students at a time. School@Home: provide support for homeschooling parents with 1-on-1 Online Tutoring and Small Group Classes. Instant Tutoring: accept subject specific, on-demand tutoring sessions whenever you’d like. About Varsity Tutors And Large Group Instruction  Our mission is to transform the way people learn. We do this by leveraging advanced technology, AI, and the latest in learning science to facilitate a personalized learning experience. Through large group instruction, experts are able to share their knowledge with hundreds of students at a time and facilitate interaction amongst the students. We believe our thoughtful approach to matching students with the right experts can improve outcomes, and we look forward to connecting you with students hungry to learn.",Entry level,Full-time,Engineering and Information Technology,Internet Publishing
341,IT Security Engineer,Flintex Consulting Pte Ltd,"Singapore, Singapore",N/A,"Responsibilities Description: As a senior IT security officer, you will be performing network and system security analysis, monitoring and incident response, as well as maintenance and configuration of security tools. The Security officer will work with the latest technologies to detect, analyse, and limit intrusions and security events. Job involves develop and direct implementation of security standards, policies and best practices for the organization and works in together with organizational departments to ensure employees are aware of cyber-security issues and are trained in good cyber-security practices. Duties Monitor and analyse Intrusion Detection/Prevention Systems (IDS/IPS), Endpoint Security, Endpoint Detection and Response (EDR) and Security Information and Event Management (SIEM) events. Managing IDS, IPS, and SIEM rules. Creates and maintains Standard Operating Procedures, Consolidate and conduct comprehensive analysis of threat data Perform threat hunting and provide prevention measures. Evaluate the efficiency, effectiveness and compliance of operation processes with corporate security policies and related regulations. SIEM administration and log reviews for effective monitoring. Creating rules and correlation events including incidents. Creation of custom and compliance reports weekly and monthly trend analysis reports for critical events Patch management and vulnerability management to track vulnerabilities being exploited in the wild and following through with the fixes needed to be implemented. Work with the teams on internal and external audits, due diligence checks as per the MAS TRM guidelines. Requirements Bachelor degree in IT security related discipline or equivalent experience CISM, CISSP, GIAC, or relevant security certification would be an advantage. Working knowledge of application & infrastructure security solutions (Firewalls, Intrusion Detection/Prevention Systems, Network Security, Password Management, Data Encryption, and Access Control) including Cloud security. Prior experience in implementing security solution and versed with information security best practices. Good domain knowledge of information security governance and equipped with a strong risk management background. Knowledge and understanding of emerging risk areas, e.g, remote access, DLP, secure application development practices, etc Beneficial Skills Working knowledge of regulatory and data security standards. Experience with MAS TRM, Cyber Hygiene Experience in penetration, Vulnerability testing and cyber security Playbook Hands on experience with Security tools such as EDR, DLP endpoint security, IDS/IPS, anti- DDOS mitigation, firewalls and WAF. Strong interpersonal and communication skills.",Executive,Full-time,Information Technology,IT Services and IT Consulting
342,Credit Risk GWM & P&C IT - Intern,UBS,"Mumbai, Maharashtra, India",N/A,"Job Reference # 253245BR  Job Type Full Time  Your role Do you want to design and build next generation business applications using the latest technologies? Do you have a curious nature, always interested in how to innovate?  Are you excited about seeking an enriching career; working for one of finest financial institutions in world? If so, you are the right person for this role.    We’re looking for software engineers to:    Be involved in developing, implementing, maintaining, and supporting world-class technology solutions that gives UBS the edge as the world's premier wealth manager  Access various learning and development opportunities to enhance your knowledge whenever required.  Have an opportunity to build a global network and to be mentored by senior leaders.  You would also get to collaborate with like-minded colleagues who are making a positive difference in these areas every day  Work effectively as part of an agile scrum team  Your team You’ll be working in the Technology team in India. The Technology organization at UBS, delivers quality, innovative solutions that support our business partners in achieving their operational goals.  Technology is at the very heart of UBS.  As a team of talented women and men, we have a critical role to play in building, delivering and maintaining the systems, services and infrastructure that power our business.  Technology is about people and every person has a crucial role to play on the UBS Technology team.  Your expertise  Bachelors Engineering in IT/Computer Engineering from reputed college with consistently good grades Knowledge of Data Structures & Algorithms  Knowledge of RDBMS fundamentals, and SQL  Knowledge of Big data technologies is desirable  Knowledge & Behavioral Competencies:  Team Player Excellent written and Oral Communication skills Ability to work with a globally distributed IT team Proactive and Quick Learner  About Us UBS is the world’s largest and only truly global wealth manager. We operate through four business divisions: Global Wealth Management, Personal & Corporate Banking, Asset Management and the Investment Bank. Our global reach and the breadth of our expertise set us apart from our competitors.  With more than 70,000 employees, we have a presence in all major financial centers in more than 50 countries. Do you want to be one of us?  How We Hire  This role requires an assessment on application. Learn more about how we hire: www.ubs.com/global/en/careers/experienced-professionals.html  Join us At UBS, we embrace flexible ways of working when the role permits. We offer different working arrangements like part-time, job-sharing and hybrid (office and home) working. Our purpose-led culture and global infrastructure help us connect, collaborate, and work together in agile ways to meet all our business needs.  From gaining new experiences in different roles to acquiring fresh knowledge and skills, we know that great work is never done alone. We know that it's our people, with their unique backgrounds, skills, experience levels and interests, who drive our ongoing success. Together we’re more than ourselves. Ready to be part of #teamUBS and make an impact?  Disclaimer / Policy Statements UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.",Not Applicable,Full-time,"Analyst, Information Technology, and Engineering","Banking, Financial Services, and Investment Banking"
343,Pittsburgh Data Science Expert,"Varsity Tutors, a Nerdy Company","Pittsburgh, PA",N/A,"Pittsburgh Data Science Expert Jobs  The Varsity Tutors platform has thousands of students looking for online Data Science experts nationally and in Pittsburgh. As an expert who uses the Varsity Tutors platform, you can earn good money and choose your own schedule while making a fundamental difference in the lives of your students.  Why join our platform? Enjoy competitive rates and get paid up to 2x per week. Teach as much or as little as you want. Share your knowledge with large groups of students. Instruct online (i.e. “work remotely”) and set your own hours and schedule. We collect payment from the customers, so all you have to do is invoice the session. What We Look For In a Expert You have excellent communication skills and a friendly, approachable personality. You can show subject-matter expertise in Data Science. You have excellent presentation skills and are comfortable interacting with groups. Discover all the ways you can reach students through the online platform: 1-on-1 Online Tutoring: connect with an individual student for a highly personalized learning experience. Small Group Classes: meet with small groups (typically 7-9 students) for a more collaborative learning experience. VT+ Classes: teach groups of 25-30 students anything from math fundamentals to video game design. Large Live Classes: share your knowledge with hundreds of students at a time. School@Home: provide support for homeschooling parents with 1-on-1 Online Tutoring and Small Group Classes. Instant Tutoring: accept subject specific, on-demand tutoring sessions whenever you’d like. About Varsity Tutors And Large Group Instruction  Our mission is to transform the way people learn. We do this by leveraging advanced technology, AI, and the latest in learning science to facilitate a personalized learning experience. Through large group instruction, experts are able to share their knowledge with hundreds of students at a time and facilitate interaction amongst the students. We believe our thoughtful approach to matching students with the right experts can improve outcomes, and we look forward to connecting you with students hungry to learn.",Entry level,Full-time,Engineering and Information Technology,Internet Publishing
344,Quality Analyst,Lightbox Creation,"Ahmedabad, Gujarat, India",N/A,"Position: QA (Quality Analyst) Fresher  Responsibilities Review software requirements and provide inputs. Prepare test cases, test scripts and test data. Execute tests (manual / automated). Report defects and assist in their understanding. Analyze test results and track software testing metrics. Prepare and present test reports. Requirements Knowledge of at least one programming/ scripting language Knowledge of at least one database management system Proficiency in written and spoken English Location: Science city road, Ahmedabad  Perks: > 5 days work culture. > Flexible working hours. > No bond. > Employee friendly policies   Show less Employment type Full-time",,Full-time,,
345,Desk Escursioni in Resort - Lingua Tedesca,181travel by Nausdream,"Calabria, Italy",N/A,"Nausdream srl, startup operante nel settore turistico con sede a Cagliari, è una Destination Management Company e Tour Operator che si occupa di ricerca, selezione, organizzazione e vendita di esperienze turistiche in Italia e all’estero.  Overview della posizione Il candidato ideale ha esperienza nelle vendita diretta di prodotti o servizi, preferibilmente ma non limitatamente nel settore turistico, ed il suo compito principale sarà quello di promuovere e vendere Tours e Escursioni in Resort. Parla Tedesco in maniera fluente, ha spiccate capacità organizzative, negoziali, commerciali, public speaking, customer care e problem solving proiettate sulla massimizzazione dei margini e la soddisfazione dell'Ospite.  Abilità e qualifiche Fluente in Italiano e Tedesco, parlato e scritto. l'Inglese è considerato un PLUS Abilità negoziali, di marketing e commerciali, sia face to face che telefoniche. Capacità di esporre in pubblico, anche ad ampi gruppi di ascoltatori.  Esperienza: Esperienza di lavoro di vendite dirette meglio se maturate nel settore turistico Esperienze in operatori turistici che si occupano di vendita e promozione dei tour Esperienza con clientela Tedesca  Inquadramento e Retribuzione: Contratto a tempo determinato (CCNL) Turismo – Anpit – Cisal lavoro full time con retribuzione mensile Vitto e Alloggio Commissioni sulle vendite  Sedi di lavoro: Torre Cerchiara - Villapiana (Calabria). Per questioni logistiche verrà data la precedenza ai candidati AUTOMUNITI",,Full-time,,
346,Big Data Engineer,Robert Walters,"Singapore, Singapore",N/A,"An exciting Big Data Engineer job opportunity has become available at a leading technology solutions provider.  About The Big Data Engineer Role  This is a leading multinational organisation with strong presence across APAC. They are looking to hire a Big Data Engineer.  Key Responsibilities Building and implementing end-to-end data solutions for customers Working with technical teams to understand requirements and optimise data pipeline performance Providing technical guidance to internal teams on big date technologies and tools Helping the team on coding and building solutions Providing regular updates to project managers and clients on the project progress To succeed in this Big Data Engineer role, you will need to have around five years of experience.  Key Requirements Bachelor’s degree in Computer Science, Information Technology, or equivalent Prior experience in working on data and analytics projects Hands-on experience in Python and SQL Experience in Spark/PySpark Experience in big data technologies such as Hadoop, Spark, Clodera/Hortworks and Hbase Experience in data storage and processing Prior big data certifications is good to have This is an excellent opportunity to be part of a company with strong footprint within the region.  If you are driven, determined and want to take the next step in your career, this is the role for you. Excellent career progression opportunities await the right person in this exciting Big Data Engineer role.  Apply today or contact me at +65 6228 5350 to discuss this new opportunity. Alternatively, send your resume to sachet.sethi@robertwalters.com.sg.  Do note that we will only be in touch if your application is shortlisted.  Robert Walters (Singapore) Pte Ltd  ROC No.: 199706961E | EA Licence No.: 03C5451  EA Registration No.: R1439850 Sachet Sethi",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
347,Indianapolis Data Science Tutor,"Varsity Tutors, a Nerdy Company","Indianapolis, IN",N/A,"Indianapolis Data Science Tutor Jobs  The Varsity Tutors platform has thousands of students looking for online Data Science tutors nationally and in Indianapolis. As a tutor who uses the Varsity Tutors platform, you can earn good money, choose your own hours, and truly make a difference in the lives of your students.  Why join our platform? Enjoy competitive rates and get paid 2x per week. Choose to tutor as much or as little as you want. Set your own hours and schedule. Get paired with students best-suited to your teaching style and preferences (from thousands of potential clients). Tutor online (i.e. “work remotely”) using our purpose-built Live Learning Platform. Students can take adaptive assessments through the platform and share results to help you decide where to focus. We collect payment from the customers, so all you have to do is invoice the session. What We Look For In a Tutor You have excellent communication skills and a friendly, approachable personality. You can show subject-matter expertise in Data Science. You have the ability to personalize lessons for each student. Discover all the ways you can reach students through the online platform: 1-on-1 Online Tutoring: connect with an individual student for a highly personalized learning experience. Small Group Classes: meet with small groups (typically 7-9 students) for a more collaborative learning experience. VT+ Classes: teach groups of 25-30 students anything from math fundamentals to video game design. Large Live Classes: share your knowledge with hundreds of students at a time. School@Home: provide support for homeschooling parents with 1-on-1 Online Tutoring and Small Group Classes. Instant Tutoring: accept subject specific, on-demand tutoring sessions whenever you’d like. About Varsity Tutors And 1-on-1 Online Tutoring  Our mission is to transform the way people learn. We do this by leveraging advanced technology, AI, and the latest in learning science to facilitate a personalized learning experience. With 1-on-1 Online Tutoring, individual students are connected with tutors for a highly personalized learning experience. We believe our thoughtful approach to matching students with the right tutors can improve outcomes, and we look forward to connecting you with students hungry to learn.  Please note: Varsity Tutors does not contract in: Alaska, California, Delaware, Hawaii, Maine, New Hampshire, North Dakota, Vermont, West Virginia or Puerto Rico.",Entry level,Full-time,Education and Training,Internet Publishing
